y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11
13,27.957882,16.1964,4.1643,225.016403,31.700001,118.400002,88.076698,73.035301,1007.404785,9999,-2
13,25.162094,19.5874,2.0797,225.321396,32.5,119.900002,83.186996,65.399002,1008.478577,9999,0
13,59.360619,17.813999,0,225.302597,32.900002,120.900002,85.281502,53.249298,1008.793518,26.877199,0
13,58.833504,19.1395,0,226.090607,32.900002,122.099998,82.490501,42.413601,1007.711426,26.811399,5
18,57.790001,20.092199,1.089,225.385193,32.900002,123.300003,79.493401,37.894901,1007.272217,26.6786,5
18,60.348206,17.7656,2.6386,225.906998,33.099998,124.900002,80.225304,33.527901,1007.697876,26.998301,-3
15,79.579865,7.4623,5.1827,223.992096,25.1,145.800003,80.577698,39.148602,1010.755188,28.927299,3
18,77.036697,8.9962,1.0385,224.011093,26.1,144.399994,87.045197,37.724499,1010.999878,28.7094,3
18,75.130646,8.849,1.0586,224.230103,26.299999,143.5,75.244797,34.051102,1009.028015,28.540001,0
18,73.649292,6.6072,2.5864,225.831406,26.5,142.399994,80.001602,27.6919,1008.937317,28.4044,0
18,73.959862,4.2378,1.0386,225.600204,27,141.600006,80.9627,26.061399,1008.438782,28.4331,0
18,73.95488,2.9168,3.0889,224.875793,27.200001,141.100006,83.420502,26.2334,1009.351013,28.432699,0
18,74.094498,2.6025,4.1191,226.011002,27.799999,140.899994,73.179901,42.145,1008.103271,28.445499,0
18,74.164734,4.7309,3.0889,225.088898,28.6,140.699997,70.711197,44.485699,1009.634216,28.452,2
20,74.738258,9.6284,3.6034,225.457108,29.200001,140.5,71.912697,38.370899,1008.595215,28.5044,2
20,74.630905,4.0306,3.0923,224.617706,29.9,140.399994,67.7929,31.2404,1009.956421,28.494699,0
20,75.029572,5.6593,1.5545,224.776306,30.5,140.699997,68.353699,26.6178,1008.816711,28.530899,-2
18,74.991516,6.5034,2.0621,224.819504,30.799999,141.199997,75.373901,35.371601,1009.504517,28.527399,-2
18,74.833359,7.0182,1.5612,224.727203,31.200001,141.800003,74.196899,31.6616,1009.246704,28.5131,0
18,72.736877,8.3363,2.5924,224.317596,31.5,142.699997,75.4879,35.191399,1010.106628,28.319099,0
18,73.747978,14.6101,1.578,224.452393,32,143.600006,73.344902,34.913601,1008.706177,28.413601,2
20,73.68412,13.008,3.119,224.507996,32.299999,144.800003,74.747101,37.882801,1009.646973,28.4077,2
20,74.711555,12.7236,2.5884,224.504303,32.900002,146,75.078598,37.9412,1008.520325,28.502001,3
23,73.917091,7.2938,1.5813,224.632294,33.400002,146.899994,80.7612,39.669998,1009.200073,28.429199,3
23,72.0289,6.7315,1.089,225.034393,33.700001,148.199997,72.714996,41.216,1008.245789,28.252001,0
23,70.264259,9.4486,1.0884,225.0233,33.900002,149.899994,73.869202,46.737,1008.826111,28.080799,0
23,67.646004,9.3398,4.1931,224.828003,34.099998,151.5,70.891998,38.129902,1007.600098,27.816,-3
20,60.853462,7.6124,5.2249,224.310196,34.900002,153.399994,71.908302,43.218899,1008.728821,27.059299,-3
20,54.38998,12.9999,3.1744,224.640793,35.900002,155.300003,75.351303,40.282799,1007.146118,26.2209,-2
18,47.44471,12.4982,3.1811,225.704895,36.5,157.300003,69.495598,41.9231,1008.400024,25.1397,-2
18,43.34362,14.2097,3.2112,225.621399,37.099998,159.399994,72.489197,43.026699,1007.452026,24.3778,0
15,84.448631,15.0566,2.5843,222.325806,12.9,148.199997,79.028603,39.341301,1009.068787,29.3207,0
15,82.772858,9.8085,3.0956,222.062805,13.4,147.100006,82.964203,37.3951,1010.349792,29.188601,3
18,82.403496,8.0962,1.0285,223.210495,14,146.300003,78.574097,30.511499,1008.599915,29.159,5
20,82.55864,5.903,1.0335,222.955093,14.2,145.800003,80.4786,35.480598,1010.096619,29.1714,5
23,82.72847,8.3786,1.5478,223.456802,14.4,145.199997,77.390404,34.9799,1007.895996,29.184999,5
25,82.277245,5.843,2.0621,222.861801,14.7,144.699997,74.917297,34.454601,1008.24469,29.148899,2
25,81.762741,6.3524,2.062,223.916397,15.1,144.199997,69.7118,28.7572,1007.157898,29.1073,3
28,80.746704,4.5873,2.5823,223.814804,15.5,143.5,73.169502,43.834,1009.50238,29.0243,5
30,80.305939,6.8833,2.5863,223.803406,16,142.699997,77.864403,42.404099,1008.505188,28.9879,10
38,79.018867,5.4212,2.5924,223.558899,16.5,141.699997,74.997803,46.4366,1008.243286,28.879999,12
42,78.006416,4.86,2.0771,224.147202,17,140.5,79.453201,47.393002,1007.696106,28.7936,14
52,78.567329,6.0443,2.0896,223.433197,17.4,139.199997,78.5839,40.968899,1008.426025,28.8416,10
52,78.598114,10.9975,2.0921,223.828201,17.799999,137.699997,80.994698,41.325298,1008.512329,28.844299,0
52,81.503197,9.1331,2.0846,223.333603,18.200001,136.100006,79.4692,32.6689,1008.05957,29.086201,0
52,81.002831,11.6636,1.0786,224.353806,18.6,134.699997,73.120796,29.239401,1007.687012,29.0453,-2
50,76.496254,10.9984,0,224.403595,18.799999,132.899994,72.988503,29.4785,1007.663513,28.6619,-2
50,74.629333,8.5156,0,224.419205,18.799999,131.100006,70.371399,25.173599,1007.722107,28.494499,0
50,73.895454,9.3657,0.5292,224.252197,18.799999,129.800003,63.299301,21.4687,1007.236572,28.4272,0
50,75.35244,4.62,0,225.021301,18.9,128.5,62.340801,21.575001,1006.929688,28.559999,0
50,82.630539,3.5871,0,224.924393,18.9,127.300003,72.874397,22.0884,1007.113586,29.1772,0
50,87.853584,3.6089,0,225.048096,18.9,126.199997,65.412697,22.297899,1006.897583,29.579201,5
55,89.886871,2.599,0,225.553497,18.9,125.300003,66.397003,21.0903,1006.65271,29.727699,5
55,91.302971,4.6617,0.5293,226.538895,18.9,124.599998,69.802399,42.5965,1005.746887,29.828699,0
55,90.671692,7.7148,0.5193,225.998795,19,124,72.653099,54.2645,1005.348022,29.783899,0
55,89.859947,12.4641,0.5193,226.126602,19.1,123.300003,70.290901,57.154598,1005.105103,29.7258,-5
50,86.829872,8.8784,0.5193,225.812302,19.200001,122.900002,79.069702,62.180099,1004.674316,29.5028,-5
50,86.557541,13.3854,0.5194,226.585403,19.299999,122.5,78.614998,59.9832,1003.534485,29.4823,-5
45,86.479584,11.5483,1.5478,226.225906,19.4,122.400002,86.266502,58.940601,1003.374817,29.4764,-5
45,86.240242,9.6064,2.0595,225.837799,19.700001,122.5,87.614998,55.720901,1003.354675,29.4583,0
45,84.089859,2.1442,3.0923,225.593903,20.1,122.599998,90.734901,51.818001,1003.243591,29.2927,0
45,84.063965,5.8378,3.0889,225.305801,20.700001,122.800003,86.258202,43.064098,1002.492188,29.2906,-3
42,83.90863,6.6164,5.1497,226.183395,21.299999,123.099998,88.375999,34.219101,1002.565002,29.2785,-3
42,83.678894,8.5939,4.1191,226.297195,22.299999,123.300003,87.533203,33.091,1003.325806,29.260401,0
42,83.074585,9.3931,3.6034,225.830994,23.1,123.400002,91.094704,32.3722,1003.191711,29.212601,0
42,82.928772,1.1862,3.6077,226.729294,23.799999,123.5,92.350899,31.952499,1003.213196,29.201,0
42,82.540649,1.6637,3.6091,227.858704,24.5,124,93.453796,36.004002,1003.40332,29.17,3
45,82.019859,4.6761,5.1737,226.952194,25.200001,124.599998,88.601196,34.753799,1004.075012,29.128099,10
52,82.801178,3.3014,8.2827,226.878204,26.200001,125.800003,86.118599,37.5569,1004.507629,29.1908,10
55,82.202652,1.0582,9.3025,227.297501,27.799999,127.400002,86.687103,40.932701,1004.022522,29.1429,3
55,76.026176,7.7352,10.3197,227.570602,29.6,128.800003,88.230904,42.882099,1004.87738,28.6203,0
55,71.887527,13.7683,11.3298,228.067093,31.6,129.899994,86.176399,55.128799,1005.242981,28.238501,-3
52,64.698769,19.1586,6.1829,228.022003,33.799999,130.399994,92.290298,63.509399,1006.466309,9999,-3
52,51.48373,19.2572,7.212,229.095001,35,130.899994,92.9683,66.525002,1005.162598,25.7953,-10
42,45.321796,23.192101,7.7391,228.720596,36.400002,131.399994,94.663803,59.5723,1006.096985,24.759199,-12
40,42.336109,23.742599,5.6948,228.398605,37.900002,132.300003,90.685898,61.181499,1006.792175,24.1723,-9
33,38.697376,21.269699,6.6951,228.786407,39,133.5,90.473099,56.175499,1007.89563,23.355,-15
25,33.629166,20.0641,6.1787,228.546402,40.299999,133.899994,88.940102,52.366501,1007.322021,21.950399,-8
25,30.354452,20.293699,6.1838,226.839798,41.5,133.600006,88.245399,47.022202,1008.213684,20.790001,0
25,27.319006,20.595699,8.2798,227.9431,42.700001,133.100006,85.737297,47.778702,1008.651917,9999,-2
13,81.339119,6.3653,-0.5193,223.184692,15,162.399994,77.476799,32.607399,1008.345093,29.072901,2
15,80.231255,3.0213,0.5093,222.808197,14.9,162.199997,70.559601,28.191601,1009.978821,28.981701,5
18,80.189835,2.0181,0.5193,223.372604,15,162,66.656197,21.374399,1007.861816,28.978201,3
18,80.119194,3.0683,0,223.196198,15.1,161.699997,70.959198,25.2693,1010.614197,28.9723,0
18,80.036789,2.195,-2.057,223.213501,15.1,161.300003,69.329697,24.9002,1008.47052,28.9655,2
20,78.620605,7.5772,-0.5194,222.968704,14.7,160.899994,69.472504,24.926001,1008.73822,28.846201,5
23,78.497993,4.6017,-0.5092,224.185593,14.6,160.5,66.596901,22.212,1006.906677,28.835699,5
25,78.98175,8.4231,-0.5193,223.837906,14.5,159.899994,71.655098,26.8743,1009.761719,28.8769,5
28,79.496529,7.8449,0.5293,223.988693,14.4,159.5,75.940697,25.379499,1007.413574,28.9203,8
33,78.280861,4.8928,1.5478,223.391205,14.5,159.100006,64.213203,21.1908,1008.661926,28.817101,5
33,78.330902,7.1776,1.5478,224.0439,14.8,158.5,75.736801,22.5501,1007.515686,28.8214,5
38,78.435112,7.7358,3.0956,223.566101,15.1,157.899994,72.992104,23.360201,1009.249512,28.830299,9
42,78.458542,4.2831,1.5578,223.351395,15.7,157.100006,70.2314,21.9715,1008.174194,28.8323,10
48,77.81752,4.2502,1.5511,222.887497,16,156.100006,70.515602,20.7164,1010.552612,28.7773,10
52,78.036621,6.4378,3.6077,223.898804,16.299999,155.399994,70.130798,25.394699,1008.213074,28.7962,4
52,76.888237,4.6103,4.6456,223.938202,17,154.800003,64.733803,22.8253,1009.91803,28.6964,0
52,75.418861,4.2548,4.1316,225.160599,17.9,153.800003,71.280403,28.6115,1008.195984,28.566,0
52,73.176392,4.0188,2.0696,224.300598,18.700001,152.800003,66.111198,33.012299,1009.684204,28.360399,3
55,75.794106,5.2743,2.5803,225.090805,19.1,151.899994,63.980099,28.7946,1007.723816,28.5996,3
55,78.377312,5.7578,4.1279,225.246094,19.6,151.199997,66.495102,41.4333,1009.729919,28.825399,3
58,80.956024,2.1503,4.1341,225.218597,20.4,150.399994,67.326401,40.750301,1007.760315,29.0415,7
62,82.281464,6.5072,4.1291,225.384201,21.200001,149.399994,67.190903,42.375801,1007.939026,29.1492,4
62,82.504967,6.9128,2.5803,225.837097,22,148.5,69.225998,42.307701,1007.126404,29.167101,0
62,82.238152,8.3136,4.1266,225.805298,22.5,147.800003,65.663803,35.917599,1007.805481,29.1457,-4
58,81.718399,11.0721,4.1229,226.4953,23.299999,147,71.514099,38.075001,1007.435791,29.103701,-7
55,78.851372,7.3033,4.6356,226.801895,24.1,146.399994,76.123398,37.9785,1007.258972,28.865801,-6
52,77.104515,8.3128,3.0956,227.150208,25,146,65.324097,45.248501,1005.544678,28.715401,-5
50,75.81955,7.3754,4.1216,227.448898,25.6,145.399994,80.292801,49.334499,1006.054626,28.6019,-4
48,73.90506,8.2486,3.0906,226.939697,26.4,145.100006,77.789902,37.522598,1004.134216,28.428101,-5
45,70.9963,2.0234,3.0906,227.452896,27,144.800003,83.8013,34.537701,1005.296814,28.1525,-6
42,70.08757,6.7656,3.6048,228.325699,27.6,144.899994,76.527702,31.486,1003.127625,28.063299,-3
42,69.694328,3.5656,3.6034,227.860199,28.299999,145,83.093803,41.096199,1004.502319,28.0243,0
42,68.665588,6.1846,3.0889,227.9048,29,145.199997,83.575798,37.785599,1003.264526,27.9207,-2
40,65.947884,2.9926,2.0671,228.246307,29.6,145.399994,87.5839,49.113701,1004.783997,27.636801,-2
40,64.57653,3.8591,3.0956,229.337494,30,146,89.1446,54.054001,1004.103699,27.487499,0
40,62.803097,5.4344,4.1292,229.502594,30.6,146.600006,86.511497,53.228901,1005.276794,27.287901,0
40,61.034328,7.9334,3.6149,227.901993,31.4,147.300003,88.472504,58.807499,1004.928772,27.0809,-2
38,59.904251,4.5196,2.6004,229.077896,32.099998,148.100006,87.115601,64.017097,1005.648987,26.944201,-5
35,59.840969,3.4021,1.6015,229.625397,32.599998,149.199997,84.768402,51.334702,1003.964478,26.936501,-5
33,59.154129,5.5132,5.2379,229.661804,32.900002,150.800003,81.877899,38.2024,1005.336487,26.8515,-2
33,55.036568,12.806,7.383,227.401901,33.900002,152.899994,76.5215,33.390499,1003.685608,26.3111,-3
30,48.246357,13.6469,12.4222,228.524399,35.299999,155.800003,67.535698,35.511501,1002.801086,25.276501,-3
30,37.210098,15.7102,6.7345,230.777603,37.700001,157.600006,74.973099,55.662498,1001.251221,22.9804,0
30,30.817076,16.6938,2.13,230.101501,39,159,80.638802,58.3368,1002.168274,20.9704,-2
28,29.242147,13.7356,1.094,229.863007,39.400002,160.800003,83.190903,59.4506,1000.971008,20.3291,-2
28,27.662819,7.685,3.1157,229.892105,39.599998,162.5,89.211304,63.727798,1001.623779,19.596001,0
28,25.359758,9.5013,2.5763,228.8116,40.200001,163.600006,85.341797,59.869099,1000.334473,18.3009,-3
25,24.106842,9.2303,-0.5194,227.767105,40.700001,163.899994,87.723602,65.824799,1000.935181,17.433599,-3
25,24.379578,2.5607,-1.0184,227.529099,40.599998,164,94.098999,66.780701,999.505371,17.635,0
25,24.715729,3.6927,0,227.010803,40.400002,164.100006,90.801903,71.565598,1000.020996,17.872999,-2
23,24.743151,1.6513,-0.5293,225.898804,40.400002,164.199997,87.636902,67.6763,998.97821,17.892,-2
23,24.998743,6.4426,-0.5093,225.6185,40.299999,164.399994,88.401299,70.805397,1000.33728,18.065399,-3
20,25.210352,5.5882,1.0235,225.111496,40.200001,164.600006,92.631798,68.173897,999.424927,18.2047,-3
20,24.725739,3.7691,3.0923,227.014099,40.400002,164.800003,94.422798,67.959396,1001.507996,17.879999,-2
18,23.712706,2.6491,4.6401,226.469803,41,165.300003,91.344902,61.9921,1001.812927,17.128099,-2
18,22.399473,3.2015,8.2447,226.160995,41.900002,165.899994,93.659103,62.864601,1004.213989,15.9588,-3
13,80.022385,2.96,1.5612,222.201202,14.6,199.5,75.165398,46.441601,1009.785217,28.9643,0
13,80.51162,1.7551,0.5292,221.980392,14.9,198.199997,74.611397,38.0313,1010.740173,29.0049,2
15,81.197525,2.3885,-3.5875,222.133606,15,196.699997,77.402397,30.822599,1011.784912,29.0613,2
15,83.052681,3.6706,0,222.440994,14.3,195.5,77.469398,27.2925,1010.677673,29.210899,0
15,83.212814,6.15,1.5545,221.753998,14.3,194.199997,73.774002,27.1087,1010.515381,29.2236,0
15,82.216881,4.2719,4.1266,221.102402,14.6,193.5,70.598801,23.9319,1009.117676,29.143999,0
15,79.81562,5.3649,5.1477,221.865906,15.4,192.600006,71.475998,20.7638,1010.19812,28.947001,0
15,78.720955,4.6279,4.1191,222.098602,16.4,192.5,72.209099,22.3405,1009.707275,28.8547,0
15,78.789803,5.5237,4.1179,221.751999,17.200001,192.800003,62.0499,17.3153,1009.362488,28.8606,0
15,79.218315,2.3385,1.5411,221.462906,18,192.699997,61.544399,14.7115,1009.262207,28.8969,0
15,79.43634,3.6302,1.0335,222.797195,18.299999,192.800003,61.8801,13.9362,1009.169128,28.915199,0
15,79.574799,2.0441,0.5193,222.2901,18.5,192.800003,56.795101,8.5356,1008.846924,28.926901,0
15,79.650421,4.3847,0.5093,222.509293,18.6,192.699997,53.885101,9.7374,1008.764404,28.933201,0
15,79.636101,5.1966,-0.5193,222.328506,18.700001,192.5,55.306198,9.5817,1009.86908,28.931999,0
15,79.705307,8.2914,-1.0335,222.801895,18.6,192.399994,55.0667,10.571,1010.309387,28.937799,0
15,79.700508,6.7236,-1.5411,222.146393,18.4,192.300003,56.859699,8.3108,1009.878723,28.937401,0
15,80.261864,4.9557,-0.5092,221.755402,18.1,192.199997,58.0993,8.1388,1009.804871,28.9842,3
18,80.252571,4.4465,-0.5092,221.899902,18,192.100006,59.5993,8.7183,1009.77002,28.9834,8
23,80.320076,8.0869,-1.0285,221.617798,17.9,191.899994,63.519699,12.4015,1011.416199,28.989,5
23,80.403145,6.6303,-1.0335,221.703003,17.700001,191.600006,55.474499,9.1134,1010.023621,28.995899,5
28,81.169563,6.1373,-1.0285,221.607697,17.5,191.199997,58.037102,12.5099,1011.392578,29.059,7
30,81.926506,4.8534,0,222.093399,17.299999,190.5,52.7682,11.596,1010.059814,29.1206,2
30,82.784302,6.8043,1.0385,222.283493,17.299999,189.600006,52.640701,12.8881,1011.754211,29.189501,0
30,83.049095,5.9666,0.5293,221.907104,17.5,188.699997,56.0937,15.1808,1010.649719,29.2106,0
30,82.784706,4.1282,0.5293,221.873093,17.6,187.899994,56.180199,13.3144,1011.630005,29.189501,0
30,81.995804,1.6067,1.0436,222.182693,17.700001,187.100006,55.368099,14.5159,1010.01532,29.1262,3
33,80.789742,5.0163,0.5194,222.077194,17.9,186.100006,54.169201,14.6242,1011.126282,29.0278,5
35,79.854576,3.9957,0.5194,222.285995,18,185.100006,56.057999,14.2669,1009.453308,28.9503,9
42,79.275177,3.6302,1.0335,221.593796,18.1,184.300003,54.5117,11.0151,1010.778992,28.901699,17
52,80.139114,5.0576,1.5511,222.057693,18.299999,183.5,52.591702,10.8623,1009.816711,28.974001,16
58,81.226875,4.4318,3.0956,221.909195,18.6,182.800003,55.398899,11.8777,1011.842102,29.0637,6
58,81.832077,10.4987,2.5803,222.232407,19.200001,182.199997,50.910099,10.7481,1009.58252,29.1129,0
58,81.641655,8.4471,3.0889,222.433304,19.700001,181.699997,48.687401,9.9913,1011.020081,29.0975,-3
55,81.321663,11.2281,4.1216,222.621994,20.299999,181.5,50.817699,10.9291,1009.094788,29.0714,-3
55,81.240471,8.6086,3.0922,223.343399,21.1,180.899994,49.5247,11.2629,1012.513428,29.0648,0
55,81.028954,8.288,2.5763,223.000504,21.700001,180.399994,55.375702,13.3225,1011.517883,29.047501,0
55,79.571701,7.3151,3.6048,223.376694,22.200001,180.199997,52.8587,13.8421,1013.105774,28.9266,0
55,78.713188,8.9644,2.5723,223.278595,22.9,180.399994,53.630299,12.5844,1012.551575,28.854099,-3
52,78.454185,6.633,2.057,222.933594,23.4,180.300003,53.590599,12.8607,1013.967285,28.832001,-3
52,78.58757,11.2847,1.5411,222.277206,23.799999,180,57.103901,12.1076,1013.581787,28.843399,-2
50,78.174271,8.8458,1.5512,222.943207,24.1,179.800003,56.6045,10.11,1014.45282,28.808001,-4
48,78.837196,6.0112,1.0336,222.790802,24.4,179.399994,57.429199,10.6676,1013.633118,28.864599,-5
45,79.821236,7.3045,0.5092,222.389603,24.6,179,52.284199,10.8579,1014.017578,28.9475,-6
42,80.621933,9.4034,0,221.391205,24.700001,178.600006,55.419701,10.755,1012.422424,29.014,-5
40,77.877075,5.5292,-0.5194,222.934494,24.700001,178.199997,53.7351,11.1084,1014.483276,28.7824,-2
40,78.094475,7.6455,-1.0235,222.287598,24.6,178,54.248798,11.2236,1012.054321,28.8011,0
40,78.342255,7.9306,-1.5377,222.231796,24.4,177.800003,55.1059,13.4743,1013.811523,28.822399,0
40,78.836876,12.7818,-1.0285,222.550507,24.1,177.5,56.606201,14.3896,1011.793579,28.864599,0
40,75.929237,9.0843,-1.0235,223.042999,23.9,177.100006,55.3004,12.077,1012.362488,28.6117,0
40,76.847168,7.3252,-1.0184,223.402298,23.700001,176.600006,55.958099,12.5073,1010.528687,28.692801,-2
38,77.928467,5.6417,0,222.4245,23.5,175.899994,52.831699,11.135,1012.416321,28.7869,-2
38,79.153999,5.0836,0.5392,222.902496,23.5,175,49.459202,9.343,1011.202393,28.891399,-3
35,76.479065,7.0855,0,224.002106,23.6,174,49.457199,9.1019,1011.705811,28.6604,-3
35,78.300919,3.4605,-0.5093,223.689194,23.6,172.800003,49.689201,7.4481,1009.72522,28.818899,0
35,79.374229,2.9032,1.0436,224.115707,23.5,171.899994,51.408298,9.6421,1012.324524,28.91,3
38,78.371338,8.1297,0.5397,224.953003,23.700001,170.800003,50.2561,8.036,1008.456299,28.8249,3
38,74.122772,9.9779,1.0436,224.882797,23.799999,169.5,54.852798,11.1631,1011.05188,28.448099,0
38,73.146141,9.6589,1.5612,226.213501,24,168.600006,53.209702,10.8748,1009.044983,28.357599,0
38,70.577522,16.246201,1.0537,224.898102,24.299999,167.699997,55.3573,15.3178,1010.834778,28.111601,0
38,69.35154,8.173,1.0436,225.579102,24.5,166.5,58.8326,17.5518,1008.525391,27.99,0
38,65.138199,8.8671,1.5847,224.887802,24.700001,165.600006,63.203499,29.290501,1010.889221,27.5492,0
38,66.750648,13.9645,1.0436,224.993195,25,164.100006,61.564999,33.368599,1008.184692,27.7223,0
38,68.850807,11.6832,2.0947,227.197998,25.200001,163.100006,63.4687,33.359798,1011.099487,27.939501,0
38,71.590958,12.1517,3.124,227.401505,25.6,161.699997,65.663101,35.648998,1009.968872,28.209999,-3
35,70.269196,4.5246,3.1341,226.571106,26.200001,160.300003,59.4468,40.764099,1009.83313,28.081301,-3
35,72.0214,2.5545,2.0897,225.246994,26.799999,158.699997,58.3578,38.401402,1009.108826,28.251301,0
35,72.494484,4.7873,4.6679,226.0168,27.200001,157.399994,61.283501,31.935801,1010.922974,28.296301,0
35,70.321396,2.6676,4.6646,225.889297,28.1,156,60.818298,23.239201,1009.625977,28.086399,0
35,64.926414,11.0355,3.6321,225.842194,29,154.699997,64.230598,21.450199,1011.196228,27.525999,-2
33,61.211563,4.8018,5.1677,226.272705,29.700001,153.5,61.8675,23.244499,1009.851929,27.101999,-2
33,58.175293,10.2136,4.6601,226.356094,30.700001,152.5,62.214001,31.428101,1012.83313,26.728001,0
33,57.3596,8.4894,5.6911,226.668198,31.6,151.300003,69.844398,34.330299,1010.812012,26.622801,-3
30,56.911205,12.1627,5.6674,225.826706,32.700001,150.100006,72.480003,28.646999,1011.699524,26.5641,-3
30,56.868389,10.335,6.1846,226.8125,33.799999,149.600006,74.330002,42.801998,1010.860107,26.558399,-5
25,54.956501,7.9918,9.2698,227.778397,35,149,71.682899,49.3993,1011.500183,26.299999,-7
23,44.465893,8.4624,9.2965,227.104904,36.799999,148.600006,80.073196,52.1334,1011.072815,24.5975,-2
23,31.292175,12.5445,10.2957,227.989304,38.599998,147.399994,90.260902,57.3951,1011.385803,21.1493,0
23,25.415813,14.0263,14.4246,228.880493,40.599998,147.300003,85.2174,61.054798,1009.477112,18.3365,0
23,20.995895,14.3107,14.4196,229.273895,43.400002,148,88.888,64.991997,1011.203674,14.3296,0
23,20.264307,14.6026,13.4208,228.703705,46.200001,148.5,85.859398,74.686096,1009.060791,13.2247,-3
20,19.509605,18.377199,19.638,229.974106,48.799999,149.800003,90.199097,79.354202,1008.866272,11.7717,-3
13,86.465805,1.4266,4.6356,223.200699,22,139,61.331699,16.531,1007.990295,29.475401,0
13,86.015259,2.9439,5.1477,223.108902,22.9,138.600006,62.068901,14.8693,1008.024719,29.4412,2
15,84.077827,2.34,6.1779,224.341003,23.9,138.5,61.534599,13.4962,1007.19458,29.2917,5
18,81.738777,10.4098,5.6647,223.305603,25.1,138.399994,59.029099,18.822399,1008.35968,29.1054,3
18,79.873741,3.6501,6.6921,224.238495,26.200001,138.199997,64.982101,26.946199,1007.47937,28.9519,0
18,76.863823,5.9447,8.7519,223.969604,27.5,138.199997,68.084198,34.6763,1008.243103,28.6943,0
18,76.54351,8.4016,9.7806,224.417892,29.200001,138.199997,68.644096,32.074402,1008.274414,28.6661,2
20,72.213577,19.347799,10.3012,224.247803,31.1,138.300003,78.476097,48.320301,1010.078308,28.2696,5
23,60.300137,25.4049,6.6998,224.769608,33.099998,137.800003,81.961304,60.7024,1010.860229,26.9925,5
25,52.179642,22.032,12.8865,225.382599,34.400002,137.199997,81.582397,61.733398,1012.82959,25.9004,2
25,37.635918,27.4566,5.6902,225.747101,36.900002,136.300003,86.4114,75.197403,1013.481323,23.090401,-2
23,34.129265,24.107201,4.1292,226.817505,38,135.199997,90.189598,69.385201,1014.258301,22.107,-5
20,31.945808,25.6357,3.0889,228.605804,38.799999,134.5,90.017799,78.795502,1013.856018,21.386,-5
18,30.756308,20.2579,2.5763,228.9664,39.400002,134.600006,83.131699,73.623497,1013.546326,20.947001,-2
18,29.993258,20.716101,-0.5093,228.683197,39.900002,135,76.675201,72.872498,1011.286377,20.644699,0
18,30.650841,20.467699,0,228.027603,39.799999,135.600006,78.415802,51.160599,1011.114319,20.9063,0
18,31.528423,19.1938,0.5193,228.373199,39.799999,136.100006,74.3367,45.3773,1009.732788,21.236099,-3
15,32.115589,16.277901,1.5579,227.154404,39.900002,136.699997,71.474197,37.798801,1008.893372,21.445801,-3
15,95.324402,4.8902,-1.0235,222.466003,15,111,71.281197,27.0853,1011.529114,30.1054,2
15,93.170029,7.638,3.6062,222.869507,14.8,110.300003,80.962601,37.805599,1009.181519,29.959,3
18,94.496277,9.9165,0.5392,224.207993,15.5,109.599998,80.594597,35.928699,1009.683716,30.049601,3
18,95.057274,8.3687,-0.4993,222.914093,15.6,108.900002,86.668503,44.352299,1007.328918,30.0874,0
13,87.185768,5.9207,2.0595,223.0383,17.700001,150.699997,58.9529,15.2469,1008.708679,29.529499,0
13,86.504585,6.4258,2.0671,223.434494,18.1,150.300003,59.4944,13.3869,1006.655823,29.4783,2
15,85.695976,6.3662,1.5444,223.375305,18.5,149.699997,57.735001,12.8201,1008.343811,29.416901,2
15,84.821136,7.8705,3.0989,223.366592,18.799999,149.300003,59.8559,13.6732,1007.666321,29.3496,0
15,82.802071,9.3329,2.0796,223.848602,19.4,148.399994,58.102001,11.6863,1009.109192,29.190901,3
18,82.645576,2.0043,0.5092,224.599594,19.799999,147.300003,58.644199,11.9125,1007.907593,29.1784,8
23,83.324249,3.1801,2.5783,223.362793,19.9,146.300003,56.3326,10.0948,1010.703979,29.232401,7
25,82.926254,4.8599,3.612,224.401993,20.4,145.600006,58.340099,10.9486,1009.727295,29.2008,7
30,80.754692,8.0208,3.0939,223.958893,21.1,144.800003,55.731701,11.2094,1011.429626,29.0249,8
33,79.264313,3.1051,3.0956,224.5578,21.700001,144.199997,53.339401,12.0798,1010.501587,28.9007,8
38,77.978188,6.3161,3.6106,224.629196,22.299999,143.5,52.220901,11.2758,1012.082275,28.7911,7
40,78.255859,7.8155,3.6048,225.167694,23,142.800003,54.472198,10.1445,1010.818298,28.815001,7
45,77.213348,9.0572,5.6638,224.153397,23.700001,142.5,56.854599,13.1926,1010.799072,28.724899,5
45,77.303825,13.6006,5.1467,224.780502,24.799999,142.300003,61.9515,20.566999,1009.90918,28.7327,0
45,75.608253,15.9864,5.1497,224.296997,25.799999,142.199997,71.235397,23.4016,1010.118286,28.583,-3
42,72.075172,12.5953,5.1577,224.696106,26.799999,142.600006,68.244301,30.135401,1009.10022,28.256399,-3
42,67.86821,15.6017,5.1637,225.779007,27.799999,143.300003,71.380997,41.011101,1008.940125,27.839001,-2
40,66.046844,15.2777,5.1627,225.853897,28.799999,144.199997,66.0438,44.3564,1008.068787,27.6474,-2
40,64.619614,15.6944,5.1647,225.446106,29.799999,145.100006,70.099701,53.621899,1009.41217,27.4923,-2
38,62.648842,17.690001,4.6568,225.223999,30.799999,146,68.102501,46.587898,1008.967773,27.2701,-7
